bill_slug,congress,bill_id,bill_type,bill_uri,short_title,sponsor_title,sponsor_id,sponsor_name,sponsor_state,sponsor_party,congressdotgov_url,govtrack_url,introduced_date,active,house_passage,senate_passage,enacted,vetoed,cosponsors,cosponsors_by_party_D,cosponsors_by_party_R,committees,committee_codes,primary_subject
hr1730,112,hr1730-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1730.json,Small Business Start-up Savings Accounts Act of 2011,Rep.,S001185,Terri Sewell,AL,D,https://www.congress.gov/bill/112th-congress/house-bill/1730,https://www.govtrack.us/congress/bills/112/hr1730,2011-05-04,,,,,,8,8,,House Ways and Means,[],Taxation
hr1731,112,hr1731-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1731.json,,Rep.,T000465,Niki Tsongas,MA,D,https://www.congress.gov/bill/112th-congress/house-bill/1731,https://www.govtrack.us/congress/bills/112/hr1731,2011-05-04,,,,,,0,,,House Armed Services,[],Armed forces and national security
hr1732,112,hr1732-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1732.json,Innovative Technologies Investment Incentive Act of 2011,Rep.,V000128,Chris Van Hollen,MD,D,https://www.congress.gov/bill/112th-congress/house-bill/1732,https://www.govtrack.us/congress/bills/112/hr1732,2011-05-04,,,,,,7,7,,House Ways and Means,[],Taxation
hr1733,112,hr1733-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1733.json,Interstate Horseracing Improvement Act of 2011,Rep.,W000413,Edward Whitfield,KY,R,https://www.congress.gov/bill/112th-congress/house-bill/1733,https://www.govtrack.us/congress/bills/112/hr1733,2011-05-04,,,,,,25,22,3,House Energy and Commerce,[],Sports and recreation
hr1734,112,hr1734-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1734.json,Civilian Property Realignment Act,Rep.,D000612,Jeffrey Denham,CA,R,https://www.congress.gov/bill/112th-congress/house-bill/1734,https://www.govtrack.us/congress/bills/112/hr1734,2011-05-04,,2012-02-07,,,,31,2,29,House Transportation and Infrastructure; House Oversight and Government Reform; House Rules; Senate Environment and Public Works,[],Government operations and politics
hr1735,112,hr1735-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1735.json,Afghanistan Exit and Accountability Act,Rep.,M000312,Jim McGovern,MA,D,https://www.congress.gov/bill/112th-congress/house-bill/1735,https://www.govtrack.us/congress/bills/112/hr1735,2011-05-05,,,,,,78,70,8,House Armed Services; House Foreign Affairs,[],Armed forces and national security
hr1736,112,hr1736-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1736.json,Mother's Day Centennial Commemorative Coin Act,Rep.,M001180,David McKinley,WV,R,https://www.congress.gov/bill/112th-congress/house-bill/1736,https://www.govtrack.us/congress/bills/112/hr1736,2011-05-05,,,,,,21,8,13,House Financial Services,[],Finance and financial sector
hr1737,112,hr1737-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1737.json,STATE Act,Rep.,G000548,Scott Garrett,NJ,R,https://www.congress.gov/bill/112th-congress/house-bill/1737,https://www.govtrack.us/congress/bills/112/hr1737,2011-05-05,,,,,,25,,25,House Ways and Means,[],Taxation
hr1738,112,hr1738-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1738.json,Teacher Tax Relief Act of 2011,Rep.,R000578,Dave Reichert,WA,R,https://www.congress.gov/bill/112th-congress/house-bill/1738,https://www.govtrack.us/congress/bills/112/hr1738,2011-05-05,,,,,,99,64,35,House Ways and Means,[],Taxation
hr1739,112,hr1739-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1739.json,Free Sugar Act of 2011,Rep.,D000613,Robert Dold,IL,R,https://www.congress.gov/bill/112th-congress/house-bill/1739,https://www.govtrack.us/congress/bills/112/hr1739,2011-05-05,,,,,,24,9,15,House Agriculture; House Ways and Means,[],Agriculture and food
hr1740,112,hr1740-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1740.json,,Rep.,L000560,Rick Larsen,WA,D,https://www.congress.gov/bill/112th-congress/house-bill/1740,https://www.govtrack.us/congress/bills/112/hr1740,2011-05-05,,2012-06-05,,,,0,,,House Natural Resources,[],Public lands and natural resources
hr1741,112,hr1741-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1741.json,Secure Visas Act,Rep.,S000583,Lamar Smith,TX,R,https://www.congress.gov/bill/112th-congress/house-bill/1741,https://www.govtrack.us/congress/bills/112/hr1741,2011-05-05,,,,,,17,,17,House Judiciary; House Homeland Security,[],Immigration
hr1742,112,hr1742-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1742.json,Janey Ensminger Act,Rep.,M001154,Brad Miller,NC,D,https://www.congress.gov/bill/112th-congress/house-bill/1742,https://www.govtrack.us/congress/bills/112/hr1742,2011-05-05,,,,,,46,39,7,House Veterans' Affairs,[],Armed forces and national security
hr1743,112,hr1743-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1743.json,,Rep.,G000565,Paul Gosar,AZ,R,https://www.congress.gov/bill/112th-congress/house-bill/1743,https://www.govtrack.us/congress/bills/112/hr1743,2011-05-05,,,,,,6,2,4,House Veterans' Affairs,[],Armed forces and national security
hr1744,112,hr1744-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1744.json,American Job Protection Act,Rep.,B001255,Charles Boustany Jr.,LA,R,https://www.congress.gov/bill/112th-congress/house-bill/1744,https://www.govtrack.us/congress/bills/112/hr1744,2011-05-05,,,,,,213,4,210,House Ways and Means,[],Health
hr1745,112,hr1745-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1745.json,JOBS Act of 2011,Rep.,C000071,Dave Camp,MI,R,https://www.congress.gov/bill/112th-congress/house-bill/1745,https://www.govtrack.us/congress/bills/112/hr1745,2011-05-05,,,,,,3,,3,House Ways and Means; House Budget,[],Labor and employment
